ID,valor,marca,modelo,ano_produzido,categoria,combustivel,quilometragem,cambio,cor
13578,7213,TOYOTA,Prius,2009,Sedan,Hybrid,281600.0,Automatic,White
13579,3607,FORD,Escape,2011,Jeep,Hybrid,168966.0,Automatic,White
13580,6899,TOYOTA,Fun Cargo,2000,Hatchback,CNG,215000.0,Automatic,Black
13581,37633,MERCEDES-BENZ,Sprinter,2010,Microbus,Petrol,190000.0,Manual,White
13582,11760,HONDA,Insight,2011,Hatchback,Hybrid,116197.0,Automatic,Black
13583,37320,HYUNDAI,Santa FE,2017,Jeep,Diesel,73463.0,Automatic,Grey
13584,23521,HYUNDAI,Tucson,2015,Jeep,Diesel,40644.0,Automatic,White
13585,13877,HYUNDAI,Elantra,2012,Sedan,Petrol,185907.0,Automatic,White
13586,706,TOYOTA,Prius,2010,Hatchback,Hybrid,73402.0,Automatic,White
13587,314,MERCEDES-BENZ,E 350,2011,Sedan,Diesel,132630.0,Automatic,Silver
13588,8154,LEXUS,RX 400,2008,Jeep,Hybrid,224629.0,Automatic,Silver
13589,12570,CHEVROLET,Lacetti,2010,Sedan,Petrol,60000.0,Automatic,Grey
13590,12231,TOYOTA,Prius,2007,Hatchback,Petrol,127000.0,Variator,Black
13591,11917,MERCEDES-BENZ,E 320,2000,Sedan,Diesel,1111.0,Tiptronic,Blue
13592,3293,TOYOTA,Tacoma,2014,Jeep,Petrol,64994.0,Automatic,Grey
13593,94,MERCEDES-BENZ,ML 350,2012,Jeep,Diesel,224118.0,Automatic,White
13594,9408,MERCEDES-BENZ,E 240,2000,Sedan,Petrol,252000.0,Manual,Black
13595,22580,NISSAN,Rogue,2012,Jeep,Petrol,115000.0,Automatic,Black
13596,12544,MITSUBISHI,Delica,2000,Minivan,Petrol,195000.0,Automatic,White
13597,14113,TOYOTA,Aqua G,2014,Hatchback,Hybrid,100000.0,Variator,Black
13598,67903,HYUNDAI,Sonata,2020,Sedan,Petrol,2000.0,Automatic,Grey
13599,11000,CHEVROLET,Cruze,2011,Sedan,Petrol,161318.0,Automatic,Carnelian red
13600,188,TOYOTA,Camry,2012,Jeep,Hybrid,268683.0,Automatic,Blue
13601,61154,MERCEDES-BENZ,ML 350,2013,Jeep,Diesel,146577.0,Tiptronic,Black
13602,10663,CHEVROLET,Malibu,2020,Sedan,Petrol,14162.0,Automatic,Brown
13603,21953,VOLKSWAGEN,Passat,2013,Sedan,LPG,47000.0,Tiptronic,White
13604,24709,SSANGYONG,Korando,2011,Jeep,Diesel,71500.0,Automatic,Silver
13605,13093,CHEVROLET,Lacetti,2010,Sedan,Petrol,163862.0,Automatic,Grey
13606,7997,PEUGEOT,807,2003,Minivan,Diesel,187000.0,Manual,Black
13607,11604,NISSAN,Skyline,2006,Sedan,Petrol,150000.0,Tiptronic,Blue
13608,11447,FORD,Fiesta,2013,Hatchback,Petrol,74000.0,Tiptronic,Silver
13609,18189,TOYOTA,Prius,2012,Sedan,Hybrid,68000.0,Automatic,Silver
13610,627,MERCEDES-BENZ,E 350,2011,Sedan,Diesel,134904.0,Automatic,Grey
13611,19130,FORD,Transit,2003,Goods wagon,Diesel,144325.0,Manual,White
13612,6272,OPEL,Astra,2000,Goods wagon,CNG,274000.0,Manual,Black
13613,1400,MERCEDES-BENZ,190,1990,Sedan,Petrol,237065.0,Manual,Silver
13614,23834,TOYOTA,Prius,2014,Hatchback,Plug-in Hybrid,123000.0,Automatic,White
13615,20071,TOYOTA,Prius C 80 original,2014,Hatchback,Petrol,80011.0,Automatic,Grey
13616,18189,TOYOTA,Prius,2010,Sedan,Hybrid,139200.0,Automatic,Black
13617,1803,HONDA,Insight,2010,Hatchback,Hybrid,187312.0,Automatic,Blue
13618,251,JEEP,Grand Cherokee,2014,Jeep,Diesel,242083.0,Automatic,White
13619,28852,TOYOTA,Camry,2014,Sedan,Petrol,200000.0,Automatic,Black
13620,46022,JEEP,Cherokee,2015,Jeep,Diesel,164698.0,Automatic,Beige
13621,37633,TOYOTA,Land Cruiser Prado,2018,Jeep,Petrol,177000.0,Automatic,Black
13622,57526,CHEVROLET,Camaro,2014,Cabriolet,Petrol,34481.0,Automatic,Yellow
13623,17484,HYUNDAI,Sonata,2011,Sedan,Petrol,164861.0,Automatic,Black
13624,157,MERCEDES-BENZ,ML 350,2011,Jeep,Diesel,220323.0,Automatic,Black
13625,188,SUBARU,XV,2014,Jeep,Hybrid,0.0,Automatic,Silver
13626,29793,MERCEDES-BENZ,E 350,2014,Sedan,Diesel,219030.0,Automatic,Black
13627,12544,HYUNDAI,Sonata,2015,Sedan,LPG,533571.0,Automatic,Orange
13628,4704,OPEL,Combo,2001,Goods wagon,Diesel,200000.0,Manual,White
13629,19416,HYUNDAI,Elantra,2011,Sedan,Petrol,132749.0,Automatic,Silver
13630,23101,HYUNDAI,Tucson,2012,Jeep,Diesel,151481.0,Automatic,Silver
13631,81539,LEXUS,GX 460,2016,Jeep,Petrol,155976.0,Automatic,White
13632,157,TOYOTA,Prius,2013,Hatchback,Hybrid,169301.0,Automatic,White
13633,941,TOYOTA,Tundra,2016,Jeep,Petrol,254805.0,Automatic,White
13634,15681,KIA,Optima,2014,Sedan,Petrol,136984.0,Tiptronic,White
13635,12980,CHEVROLET,Orlando,2012,Jeep,Diesel,230000.0,Automatic,Silver
13636,22934,HYUNDAI,Tucson,2012,Jeep,Diesel,124000.0,Automatic,Silver
13637,627,HONDA,Civic,2010,Sedan,Petrol,215533.0,Automatic,Grey
13638,18189,INFINITI,G35 x,2008,Sedan,LPG,140800.0,Tiptronic,Black
13639,17876,FIAT,500,2013,Coupe,Petrol,50000.0,Manual,White
13640,7213,TOYOTA,Prius C,2012,Sedan,Hybrid,148233.0,Variator,White
13641,4861,HONDA,Civic,2015,Jeep,Hybrid,49272.0,Automatic,Blue
13642,16308,LEXUS,GX 470,2010,Jeep,Petrol,357246.0,Automatic,Grey
13643,13172,HONDA,Insight LX,2011,Hatchback,Hybrid,198000.0,Variator,Blue
13644,25089,JEEP,Patriot 70th anniversary,2011,Jeep,Petrol,184000.0,Manual,Black
13645,6398,NISSAN,March,2015,Hatchback,Petrol,149734.0,Automatic,Silver
13646,14279,HYUNDAI,Sonata,2016,Sedan,LPG,37898.0,Automatic,Silver
13647,1019,TOYOTA,Highlander,2009,Sedan,Hybrid,318358.0,Automatic,Black
13648,6899,MERCEDES-BENZ,CLK 320 avangarde,2001,Coupe,Petrol,1000.0,Tiptronic,Black
13649,20005,HYUNDAI,Elantra,2012,Sedan,Petrol,132421.0,Automatic,Silver
13650,7213,MITSUBISHI,Pajero IO,1999,Jeep,Petrol,135000.0,Automatic,Blue
13651,17249,CHEVROLET,Cruze,2017,Sedan,Petrol,65600.0,Tiptronic,Black
13652,14834,CHEVROLET,Cruze,2012,Sedan,Petrol,158223.0,Automatic,White
13653,52059,LEXUS,GX 460,2012,Jeep,Petrol,229334.0,Automatic,Black
13654,26030,MERCEDES-BENZ,C 250,2012,Sedan,Petrol,112000.0,Tiptronic,Black
13655,17405,TOYOTA,Corolla S,2015,Sedan,Petrol,142265.0,Automatic,Black
13656,9408,SUZUKI,Grand Vitara,2001,Jeep,Petrol,217600.0,Automatic,Black
13657,15994,MERCEDES-BENZ,E 350,2011,Coupe,Diesel,170429.0,Automatic,Silver
13658,37633,BMW,X6,2009,Jeep,Petrol,240000.0,Tiptronic,Red
13659,7056,BUICK,Century,2019,Sedan,Petrol,29965.0,Automatic,Black
13660,9408,HYUNDAI,Elantra,2013,Jeep,Petrol,207606.0,Automatic,Grey
13661,470,FORD,Fusion,2015,Sedan,Hybrid,0.0,Automatic,Black
13662,10663,HYUNDAI,Tucson,2005,Jeep,Diesel,200000.0,Manual,Black
13663,1490,JEEP,Cherokee,2017,Jeep,Petrol,95334.0,Automatic,Black
13664,10820,TOYOTA,Prius,2008,Sedan,Hybrid,216000.0,Automatic,Silver
13665,14113,TOYOTA,Prius,2010,Hatchback,Hybrid,166000.0,Automatic,Black
13666,3293,VOLKSWAGEN,Jetta,2015,Sedan,Diesel,119394.0,Automatic,Black
13667,32929,CHEVROLET,Camaro,2017,Coupe,Petrol,67200.0,Tiptronic,Blue
13668,18189,FORD,Focus,2016,Hatchback,Petrol,66000.0,Automatic,Grey
13669,11133,MERCEDES-BENZ,E 350,2014,Sedan,Diesel,238546.0,Automatic,Black
13670,1725,MERCEDES-BENZ,ML 350,2012,Jeep,Diesel,180659.0,Automatic,Black
13671,49889,HYUNDAI,Santa FE,2015,Jeep,Diesel,132000.0,Automatic,White
13672,7840,SUBARU,Forester,2002,Sedan,Petrol,200000.0,Automatic,White
13673,16900,TOYOTA,Aqua,2012,Hatchback,Petrol,79092.0,Automatic,Grey
13674,1000,MAZDA,323,1990,Sedan,Petrol,1111.0,Manual,Black
13675,13485,HONDA,FIT,2011,Hatchback,Hybrid,97000.0,Variator,Green
13676,7683,NISSAN,Note,2005,Hatchback,Petrol,0.0,Automatic,Grey
13677,44134,HYUNDAI,Sonata,2015,Sedan,Petrol,112528.0,Automatic,Grey
13678,31,HONDA,Insight,2011,Hatchback,Hybrid,198891.0,Automatic,Grey
13679,50,TOYOTA,Prius,2009,Hatchback,Hybrid,200000.0,Automatic,Brown
13680,21953,SSANGYONG,Korando,2012,Jeep,Diesel,109309.0,Automatic,Grey
13681,15681,MITSUBISHI,Outlander,2009,Jeep,Petrol,153000.0,Variator,Silver
13682,43655,HYUNDAI,H1,2016,Universal,Diesel,133014.0,Automatic,Silver
13683,11290,FORD,Transit,2004,Microbus,Diesel,1000.0,Manual,White
13684,17264,HONDA,FIT,2013,Hatchback,Petrol,52320.0,Automatic,Silver
13685,26594,HYUNDAI,Grandeur,2016,Sedan,LPG,200000.0,Automatic,Silver
13686,24920,HYUNDAI,Santa FE,2011,Jeep,Diesel,156559.0,Automatic,Silver
13687,54568,LEXUS,GX 460,2012,Jeep,Petrol,255406.0,Automatic,Black
13688,110,HYUNDAI,Santa FE,2019,Jeep,Petrol,28797.0,Automatic,White
13689,2352,GMC,Acadia,2011,Jeep,Petrol,177376.0,Automatic,Black
13690,392,HYUNDAI,Elantra,2013,Jeep,Petrol,0.0,Automatic,Silver
13691,1333,KIA,Avella,2012,Sedan,Petrol,225307.0,Automatic,Grey
13692,29793,MERCEDES-BENZ,E 350,2014,Sedan,Diesel,219030.0,Automatic,Black
13693,1725,FORD,Scorpio,1997,Sedan,Petrol,180000.0,Manual,Silver
13694,6272,MERCEDES-BENZ,ML 350,2009,Jeep,Diesel,274088.0,Automatic,Black
13695,14113,TOYOTA,Prius,2012,Sedan,Hybrid,88000.0,Automatic,Silver
13696,4391,HYUNDAI,Sonata,2013,Sedan,Petrol,53867.0,Automatic,Silver
13697,10976,FORD,Transit,2004,Goods wagon,Diesel,245452.0,Manual,Red
13698,18660,HYUNDAI,H1,2010,Minivan,Diesel,54963.0,Automatic,Silver
13699,7527,MITSUBISHI,Airtrek turbo,2002,Jeep,CNG,165000.0,Tiptronic,Grey
13700,20385,TOYOTA,Prius,2015,Hatchback,Hybrid,137600.0,Variator,White
13701,51965,HYUNDAI,Santa FE,2016,Jeep,Diesel,49515.0,Automatic,White
13702,549,LEXUS,IS 350,2014,Sedan,Petrol,89315.0,Automatic,Black
13703,17249,KIA,Picanto,2015,Sedan,Petrol,22831.0,Automatic,Beige
13704,14426,FORD,Transit,2010,Microbus,Diesel,155000.0,Manual,Yellow
13705,18817,TOYOTA,Camry,2018,Sedan,Hybrid,35058.0,Automatic,White
13706,500,NISSAN,Tiida,2007,Hatchback,Petrol,0.0,Variator,Grey
13707,25089,TOYOTA,Camry,2012,Sedan,Hybrid,99000.0,Automatic,Silver
13708,37006,MERCEDES-BENZ,E 220 CDI,2013,Sedan,Diesel,130000.0,Tiptronic,Black
13709,16621,HYUNDAI,Elantra Limited,2014,Sedan,Petrol,144000.0,Tiptronic,Grey
13710,21953,NISSAN,Juke,2012,Hatchback,Petrol,104000.0,Automatic,Black
13711,35438,TOYOTA,Camry,2016,Sedan,Petrol,110624.0,Automatic,Black
13712,41710,MERCEDES-BENZ,Sprinter,2010,Microbus,Diesel,232722.0,Tiptronic,White
13713,1646,FORD,C-MAX,2015,Hatchback,Hybrid,193106.0,Automatic,Silver
13714,30,HONDA,FIT,2003,Hatchback,Petrol,0.0,Automatic,Red
13715,11967,TOYOTA,Aqua,2012,Hatchback,Petrol,118400.0,Automatic,Blue
13716,4861,TOYOTA,Highlander,2010,Jeep,Hybrid,264877.0,Automatic,White
13717,314,TOYOTA,Camry,2012,Sedan,Hybrid,249422.0,Automatic,Grey
13718,34497,AUDI,A6 premium plus,2013,Sedan,Petrol,107000.0,Tiptronic,White
13719,10976,HYUNDAI,Sonata,2015,Sedan,LPG,327685.0,Automatic,Silver
13720,12544,HYUNDAI,Sonata,2013,Sedan,Petrol,98456.0,Automatic,Black
13721,14113,NISSAN,Murano,2011,Jeep,Petrol,265000.0,Automatic,Black
13722,24462,TOYOTA,Camry SE,2009,Sedan,Petrol,210000.0,Automatic,Black
13723,54882,BMW,X6,2011,Jeep,Petrol,104000.0,Tiptronic,Black
13724,27598,BMW,528,2013,Sedan,Petrol,82000.0,Tiptronic,White
13725,1700,VOLKSWAGEN,Golf,1997,Hatchback,Petrol,1000.0,Manual,Green
13726,13178,HYUNDAI,Elantra,2010,Sedan,Petrol,86660.0,Automatic,Silver
13727,627,VOLKSWAGEN,Jetta,2014,Sedan,Petrol,121010.0,Automatic,Grey
13728,8154,TOYOTA,Ist,2003,Sedan,Petrol,158500.0,Automatic,Silver
13729,8311,NISSAN,Tiida,2005,Hatchback,Petrol,114960.0,Tiptronic,Silver
13730,2666,MERCEDES-BENZ,ML 350,2011,Jeep,Diesel,0.0,Automatic,Black
13731,30,HONDA,FIT,2006,Hatchback,Petrol,0.0,Automatic,Silver
13732,10036,HYUNDAI,Sonata,2014,Sedan,LPG,335782.0,Automatic,Silver
13733,21953,HYUNDAI,H1,2011,Minivan,Diesel,61142.0,Automatic,Silver
13734,5018,MERCEDES-BENZ,E 350,2009,Sedan,Diesel,109139.0,Automatic,Black
13735,12701,KIA,Optima,2013,Sedan,Petrol,51201.0,Automatic,White
13736,11133,BMW,X5,2011,Jeep,Petrol,170043.0,Automatic,Grey
13737,16308,FORD,Transit,1995,Goods wagon,Diesel,289200.0,Manual,White
13738,38000,TOYOTA,Camry Hybrid,2018,Sedan,Hybrid,27484.0,Automatic,Beige
13739,19444,TOYOTA,Camry HYBRID,2011,Sedan,Hybrid,127000.0,Variator,Grey
13740,20071,TOYOTA,Prius C,2014,Hatchback,Hybrid,153600.0,Variator,Red
13741,14113,NISSAN,Juke,2013,Jeep,Petrol,110531.0,Automatic,Red
13742,7840,VOLKSWAGEN,Golf,2002,Sedan,Petrol,165000.0,Automatic,Blue
13743,48277,CHEVROLET,Camaro,2015,Cabriolet,Petrol,99162.0,Automatic,Yellow
13744,392,TOYOTA,Camry,2013,Sedan,Hybrid,232032.0,Automatic,Silver
13745,50178,MERCEDES-BENZ,CLS 550,2012,Coupe,Petrol,178000.0,Tiptronic,Black
13746,8938,HYUNDAI,Grandeur,2010,Sedan,Petrol,78436.0,Automatic,Black
13747,8624,NISSAN,Tiida,2006,Sedan,Petrol,111122.0,Automatic,White
13748,21326,BMW,328,2012,Sedan,Petrol,145000.0,Automatic,Black
13749,9832,DAEWOO,Lacetti,2009,Sedan,Petrol,94650.0,Automatic,Black
13750,39829,LAND ROVER,Discovery IV,2010,Jeep,Diesel,210000.0,Tiptronic,Black
13751,16308,BMW,X5,2006,Jeep,Petrol,220000.0,Tiptronic,Black
13752,25299,SSANGYONG,Korando,2012,Jeep,Diesel,105661.0,Automatic,White
13753,18817,TOYOTA,Camry,2011,Sedan,Petrol,20480.0,Tiptronic,Blue
13754,9408,HYUNDAI,Genesis,2010,Sedan,LPG,133225.0,Automatic,Black
13755,16621,MERCEDES-BENZ,E 350,2005,Sedan,Petrol,238357.0,Tiptronic,Silver
13756,19707,HYUNDAI,Elantra,2012,Sedan,Petrol,79911.0,Automatic,Grey
13757,15681,FORD,Fiesta,2014,Hatchback,Petrol,94640.0,Tiptronic,Red
13758,4858,MERCEDES-BENZ,C 180,1996,Sedan,CNG,220000.0,Manual,Silver
13759,19757,HYUNDAI,Veloster,2016,Hatchback,Petrol,31000.0,Tiptronic,Silver
13760,141124,MERCEDES-BENZ,GLC 250,2018,Jeep,Petrol,37554.0,Tiptronic,Black
13761,46728,HYUNDAI,Tucson,2015,Jeep,Diesel,31000.0,Tiptronic,Silver
13762,13485,TOYOTA,Prius C,2012,Hatchback,Hybrid,208000.0,Automatic,White
13763,16935,TOYOTA,Prius,2011,Sedan,Hybrid,235000.0,Automatic,Blue
13764,8781,MAZDA,Tribute სასწრაფოდ,2002,Jeep,Petrol,21000.0,Automatic,Golden
13765,12858,LEXUS,GX 460,2012,Jeep,Petrol,255406.0,Automatic,Black
13766,7527,SUBARU,XV,2014,Jeep,Petrol,94000.0,Automatic,Black
13767,392,TOYOTA,Camry,2013,Sedan,Hybrid,232032.0,Automatic,Silver
13768,8781,OPEL,Astra G,2000,Universal,Petrol,279700.0,Manual,Black
13769,1019,CHEVROLET,Cruze,2011,Sedan,Petrol,143502.0,Automatic,Blue
13770,157,AUDI,A7,2014,Hatchback,Petrol,401128.0,Automatic,Grey
13771,36065,HYUNDAI,Santa FE,2014,Jeep,Diesel,69191.0,Automatic,White
13772,14426,LEXUS,ES 300,2014,Sedan,Hybrid,176213.0,Automatic,Black
13773,314,SUZUKI,SX4,2011,Sedan,Petrol,151357.0,Automatic,White
13774,45,TOYOTA,Prius,2013,Sedan,Hybrid,99999.0,Automatic,White
13775,30734,TOYOTA,Camry,2012,Sedan,Hybrid,195994.0,Variator,Silver
13776,627,TOYOTA,Tacoma,2012,Sedan,Petrol,394069.0,Automatic,Black
13777,13485,BMW,X5,2003,Jeep,LPG,18900.0,Tiptronic,Grey
13778,6272,BMW,318 318,1998,Sedan,Petrol,0.0,Manual,Silver
13779,5331,VOLKSWAGEN,Golf,1999,Sedan,Petrol,165248.0,Manual,White
13780,7840,MITSUBISHI,ColtPlus,2007,Hatchback,Petrol,180000.0,Automatic,Silver
13781,14069,HYUNDAI,Elantra,2009,Sedan,Petrol,157977.0,Automatic,Black
13782,9095,FORD,Transit,1999,Microbus,Diesel,11600.0,Manual,White
13783,21953,TOYOTA,Camry,2014,Sedan,Petrol,75419.0,Automatic,White
13784,36065,BMW,X5,2011,Jeep,Petrol,155200.0,Tiptronic,Black
13785,549,TOYOTA,CHR,2018,Jeep,Petrol,46733.0,Automatic,Silver
13786,4861,ACURA,MDX,2011,Jeep,Petrol,181970.0,Automatic,Brown
13787,21953,TOYOTA,Camry,2014,Sedan,Petrol,97979.0,Automatic,Black
13788,6586,KIA,Optima,2015,Sedan,Hybrid,117469.0,Automatic,Black
13789,20385,INFINITI,Q45,2003,Sedan,Petrol,180000.0,Tiptronic,Blue
13790,12554,HYUNDAI,Santa FE,2010,Jeep,Diesel,58776.0,Automatic,White
13791,3920,HYUNDAI,Sonata,2011,Sedan,Petrol,182645.0,Automatic,White
13792,25638,HONDA,FIT,2014,Hatchback,Petrol,78000.0,Automatic,White
13793,12544,HYUNDAI,Sonata,2015,Sedan,LPG,559710.0,Automatic,Orange
13794,19933,HYUNDAI,Elantra,2012,Sedan,Petrol,134000.0,Automatic,White
13795,23834,NISSAN,Silvia,1999,Coupe,Petrol,0.0,Manual,White
13796,12388,MERCEDES-BENZ,E 350,2010,Sedan,Diesel,189530.0,Automatic,Black
13797,9408,MAZDA,Mazda 3,2011,Sedan,Petrol,142161.0,Tiptronic,Grey
13798,13799,KIA,Optima,2013,Sedan,Petrol,104680.0,Automatic,Silver
13799,314,LEXUS,GX 460,2015,Jeep,Petrol,102907.0,Automatic,Black
13800,20385,FORD,Fusion,2014,Sedan,Petrol,99000.0,Tiptronic,Black
13801,941,TOYOTA,Highlander,2008,Sedan,Hybrid,226094.0,Automatic,White
13802,14884,SSANGYONG,Actyon,2011,Jeep,Diesel,124706.0,Automatic,Black
13803,1098,TOYOTA,Camry,2014,Sedan,Hybrid,398069.0,Automatic,Black
13804,10036,SUZUKI,SX4,2008,Hatchback,CNG,200000.0,Automatic,Blue
13805,5959,NISSAN,March,2003,Hatchback,Petrol,136000.0,Automatic,Sky blue
13806,470,TOYOTA,Prius,2010,Jeep,Hybrid,408997.0,Automatic,White
13807,392,TOYOTA,Tacoma,2009,Pickup,Petrol,335291.0,Automatic,White
13808,16308,HYUNDAI,Elantra,2014,Sedan,Petrol,106789.0,Tiptronic,Grey
13809,28532,HYUNDAI,Tucson,2012,Jeep,Diesel,99748.0,Automatic,Grey
13810,14113,TOYOTA,Prius C,2016,Hatchback,Hybrid,250000.0,Variator,Silver
13811,54847,HONDA,Civic,2017,Sedan,Petrol,20565.0,Automatic,Silver
13812,784,HONDA,Insight,2012,Hatchback,Hybrid,321269.0,Automatic,Red
13813,627,MERCEDES-BENZ,E 350,2011,Sedan,Diesel,134904.0,Automatic,Grey
13814,12231,HONDA,FIT,2012,Sedan,Petrol,126400.0,Automatic,Silver
13815,67934,HYUNDAI,Tucson,2019,Jeep,Diesel,13940.0,Automatic,White
13816,32913,HONDA,Civic,2013,Coupe,Petrol,128905.0,Automatic,Black
13817,27284,TOYOTA,Tacoma,2013,Jeep,Petrol,397915.0,Automatic,White
13818,18669,HYUNDAI,H1,2011,Minivan,Diesel,65564.0,Automatic,Silver
13819,27598,TOYOTA,Corolla,2015,Sedan,Petrol,79000.0,Tiptronic,Blue
13820,6586,VOLKSWAGEN,Jetta,2006,Sedan,Petrol,253000.0,Manual,White
13821,16621,TOYOTA,Prius,2011,Hatchback,Hybrid,222016.0,Automatic,Golden
13822,11917,NISSAN,Murano,2004,Jeep,CNG,233600.0,Variator,Silver
13823,15994,MERCEDES-BENZ,E 350,2011,Coupe,Diesel,170429.0,Automatic,Silver
13824,18503,TOYOTA,Prius,2012,Hatchback,Hybrid,99000.0,Variator,Grey
13825,31421,SSANGYONG,Actyon,2017,Jeep,Diesel,65249.0,Automatic,White
13826,3763,KIA,Optima,2015,Sedan,Petrol,170040.0,Automatic,Silver
13827,40142,LEXUS,GX 470,2010,Jeep,Petrol,357246.0,Automatic,Grey
13828,23521,CHEVROLET,Volt,2011,Sedan,Plug-in Hybrid,179200.0,Variator,White
13829,26591,JEEP,Compass,2011,Jeep,Petrol,69752.0,Automatic,Silver
13830,7213,BMW,X5,2014,Jeep,Diesel,0.0,Automatic,Black
13831,16308,TOYOTA,Camry,2013,Sedan,Petrol,198472.0,Automatic,Silver
13832,3450,OPEL,Vectra,1996,Sedan,Petrol,0.0,Manual,Green
13833,28927,HYUNDAI,Santa FE,2011,Jeep,Diesel,121581.0,Automatic,Grey
13834,6743,OPEL,Astra gi,1999,Goods wagon,CNG,0.0,Manual,White
13835,43062,HYUNDAI,Santa FE,2015,Jeep,Diesel,143370.0,Automatic,White
13836,8467,SUZUKI,Swift,2008,Hatchback,Petrol,176000.0,Automatic,Black
13837,29793,MERCEDES-BENZ,E 350,2014,Sedan,Diesel,219030.0,Automatic,Black
13838,11290,LEXUS,RX 350,2013,Jeep,Petrol,124723.0,Automatic,Grey
13839,6743,MITSUBISHI,Colt,2003,Hatchback,Petrol,164000.0,Automatic,Silver
13840,15681,FORD,Transit,2007,Microbus,Diesel,158000.0,Manual,White
13841,30734,LEXUS,GX 470,2009,Jeep,Petrol,264339.0,Automatic,Black
13842,19757,MERCEDES-BENZ,E 320,2007,Sedan,Diesel,158000.0,Automatic,Silver
13843,7527,TOYOTA,Caldina,2005,Sedan,CNG,111111.0,Automatic,White
13844,16935,TOYOTA,Camry,2017,Sedan,Petrol,127955.0,Automatic,Blue
13845,13799,HYUNDAI,Sonata,2017,Jeep,LPG,342961.0,Automatic,Orange
13846,76835,LAND ROVER,Discovery,2015,Jeep,Diesel,91000.0,Tiptronic,White
13847,52059,LEXUS,GX 460,2012,Jeep,Petrol,229334.0,Automatic,Black
13848,784,TOYOTA,Camry,2014,Sedan,Hybrid,102397.0,Automatic,Black
13849,3136,TOYOTA,Camry,2012,Sedan,Hybrid,159379.0,Automatic,White
13850,1000,MERCEDES-BENZ,GLS 63 AMG,2014,Sedan,Petrol,748742.0,Manual,Black
13851,19130,VOLKSWAGEN,Jetta,2015,Sedan,Petrol,42000.0,Tiptronic,Black
13852,706,HONDA,Insight,2010,Hatchback,Hybrid,210758.0,Automatic,Silver
13853,1646,MERCEDES-BENZ,E 350,2012,Sedan,Diesel,240987.0,Automatic,Black
13854,9408,HONDA,Accord,2008,Sedan,LPG,130000.0,Tiptronic,Black
13855,5018,LEXUS,RX 450,2010,Jeep,Hybrid,167222.0,Automatic,Black
13856,15053,HYUNDAI,H1,2008,Minivan,Diesel,63984.0,Automatic,Silver
13857,11886,HYUNDAI,Elantra,2011,Sedan,Petrol,113660.0,Automatic,Grey
13858,18660,HYUNDAI,Sonata,2013,Sedan,Petrol,130000.0,Tiptronic,Black
13859,18817,BMW,550,2006,Sedan,Petrol,111111.0,Tiptronic,White
13860,549,AUDI,A6,2016,Sedan,Petrol,97826.0,Automatic,Grey
13861,470,LEXUS,CT 200h,2011,Hatchback,Hybrid,32974.0,Automatic,Silver
13862,14740,HONDA,Civic,2008,Sedan,Petrol,154000.0,Manual,Black
13863,1019,AUDI,Q5,2012,Jeep,Petrol,198744.0,Automatic,White
13864,13172,NISSAN,Pathfinder,1999,Jeep,LPG,106000.0,Automatic,Golden
13865,31361,MERCEDES-BENZ,Sprinter 315CDI-XL,2009,Microbus,Diesel,180000.0,Manual,Black
13866,43905,BMW,X5,2011,Jeep,Diesel,263000.0,Tiptronic,Black
13867,38016,HYUNDAI,H1,2017,Universal,Diesel,100900.0,Automatic,Silver
13868,18189,LEXUS,CT 200h,2011,Hatchback,Hybrid,200000.0,Variator,Brown
13869,20237,HYUNDAI,H1,2011,Universal,Diesel,247791.0,Automatic,Grey
13870,5018,TOYOTA,Camry,2013,Sedan,Hybrid,190549.0,Automatic,Black
13871,23521,FIAT,500 Abarth,2018,Hatchback,Petrol,0.0,Variator,Black
13872,12858,TOYOTA,Prius,2012,Hatchback,Hybrid,160913.0,Tiptronic,Silver
13873,40769,LEXUS,RX 350,2012,Jeep,Petrol,140000.0,Tiptronic,Silver
13874,17249,FORD,Escape,2010,Jeep,Hybrid,140000.0,Automatic,White
13875,16308,VOLKSWAGEN,Jetta,2014,Sedan,Petrol,129600.0,Manual,White
13876,549,AUDI,A6,2016,Sedan,Petrol,97826.0,Automatic,Grey
13877,27065,HYUNDAI,Tucson,2011,Jeep,Diesel,137000.0,Automatic,Grey
13878,63,HONDA,FIT,2003,Hatchback,LPG,220000.0,Variator,Black
13879,12544,HYUNDAI,H1,2008,Minivan,Diesel,150891.0,Automatic,Silver
13880,862,TOYOTA,Camry,2014,Sedan,Hybrid,130478.0,Automatic,White
13881,2274,LEXUS,CT 200h,2011,Hatchback,Hybrid,32974.0,Automatic,Silver
13882,19613,HYUNDAI,Tucson,2011,Jeep,Diesel,119194.0,Automatic,Grey
13883,21103,HYUNDAI,Accent,2016,Sedan,Petrol,92000.0,Automatic,White
13884,103491,TOYOTA,Land Cruiser 200,2012,Jeep,Diesel,80000.0,Tiptronic,Grey
13885,4077,CHEVROLET,Captiva,2007,Jeep,Diesel,59136.0,Automatic,Silver
13886,14454,HYUNDAI,I30,2011,Hatchback,Petrol,188244.0,Automatic,White
13887,9722,BMW,325,2003,Sedan,Petrol,218000.0,Manual,Black
13888,18503,TOYOTA,Prius C ჰიბრიდი,2012,Hatchback,Hybrid,110000.0,Automatic,Sky blue
13889,54568,LEXUS,GX 460,2012,Jeep,Petrol,255406.0,Automatic,Black
